Transaction,Item
20859,Queen
20859,Black Sabbath
20859,2pac
20860,Kanye West
20860,Jay-Z
20861,Led Zeppelin
20861,Scorpions
20862,Kanye West
20862,"Tyler, the Creator"
20863,Deep Purple
20863,"Tyler, the Creator"
20864,Black Sabbath
20864,Queen
20865,Led Zeppelin
20865,Queen
20865,Deep Purple
20865,Kendrick Lamar
20866,"Tyler, the Creator"
20866,Led Zeppelin
20867,Kanye West
20867,Kendrick Lamar
20868,Kendrick Lamar
20869,Led Zeppelin
20870,Led Zeppelin
20870,Queen
20871,Black Sabbath
20872,Kendrick Lamar
20872,"Tyler, the Creator"
20872,Led Zeppelin
20873,Kendrick Lamar
20874,Queen
20874,Scorpions
20874,Led Zeppelin
20875,2pac
20875,Black Sabbath
20876,"Tyler, the Creator"
20876,Black Sabbath
20876,Kendrick Lamar
20877,"Tyler, the Creator"
20877,Led Zeppelin
20877,2pac
20878,Queen
20879,Led Zeppelin
20879,Queen
20879,Kanye West
20880,Kendrick Lamar
20880,Kanye West
20880,"Tyler, the Creator"
20881,Deep Purple
20881,Jay-Z
20882,Kanye West
20882,Queen
20882,"Tyler, the Creator"
20883,Queen
20883,"Tyler, the Creator"
20883,Kendrick Lamar
20884,"Tyler, the Creator"
20885,Queen
20885,Kendrick Lamar
20886,Black Sabbath
20887,Led Zeppelin
20887,Scorpions
20887,Black Sabbath
20888,2pac
20889,Kanye West
20889,"Tyler, the Creator"
20889,Kendrick Lamar
20890,Led Zeppelin
20890,Deep Purple
20890,Jay-Z
20891,Led Zeppelin
20891,Kanye West
20891,Black Sabbath
20892,Queen
20892,"Tyler, the Creator"
20892,Led Zeppelin
20892,Black Sabbath
20893,Kendrick Lamar
20893,Scorpions
20893,"Tyler, the Creator"
20894,"Tyler, the Creator"
20894,Queen
20894,Led Zeppelin
20894,Kanye West
20895,Queen
20895,"Tyler, the Creator"
20896,Kanye West
20897,Kanye West
20898,Queen
20898,Scorpions
20898,Led Zeppelin
20899,Scorpions
20899,Deep Purple
20899,Led Zeppelin
20899,Kendrick Lamar
20900,Black Sabbath
20900,Queen
20900,"Tyler, the Creator"
20901,Kendrick Lamar
20901,Kanye West
20901,"Tyler, the Creator"
20902,Kendrick Lamar
20903,Led Zeppelin
20904,Black Sabbath
20904,2pac
20905,Kanye West
20905,"Tyler, the Creator"
20905,2pac
20905,Kendrick Lamar
20906,2pac
20906,Kanye West
20906,Scorpions
20907,Deep Purple
20907,Queen
20907,Led Zeppelin
20908,Led Zeppelin
20909,Queen
20909,Kanye West
20909,Black Sabbath
20910,Black Sabbath
20910,Queen
20910,Led Zeppelin
20911,Black Sabbath
20911,Led Zeppelin
20911,Deep Purple
20912,"Tyler, the Creator"
20913,Led Zeppelin
20913,Deep Purple
20914,Queen
20914,Kanye West
20914,Deep Purple
20915,Kendrick Lamar
20915,Kanye West
20915,Black Sabbath
20916,Scorpions
20916,Queen
20916,Led Zeppelin
20916,Deep Purple
20917,"Tyler, the Creator"
20917,Kendrick Lamar
20918,Kanye West
20918,Kendrick Lamar
20919,"Tyler, the Creator"
20919,Led Zeppelin
20919,2pac
20919,Kendrick Lamar
20920,Scorpions
20921,"Tyler, the Creator"
20921,Queen
20921,2pac
20922,"Tyler, the Creator"
20922,Kanye West
20922,Queen
20922,2pac
20923,Led Zeppelin
20923,Queen
20923,Deep Purple
20923,Kendrick Lamar
20924,Jay-Z
20924,Kanye West
20924,"Tyler, the Creator"
20924,Led Zeppelin
20925,Black Sabbath
20925,Queen
20925,2pac
20926,Queen
20926,Black Sabbath
20926,Led Zeppelin
20926,Deep Purple
20927,"Tyler, the Creator"
20927,Kendrick Lamar
20928,Led Zeppelin
20928,Queen
20928,Black Sabbath
20928,2pac
20929,"Tyler, the Creator"
20929,Kendrick Lamar
20929,Jay-Z
20930,Jay-Z
20931,Kendrick Lamar
20931,Queen
20931,"Tyler, the Creator"
20931,Black Sabbath
20932,Kendrick Lamar
20932,"Tyler, the Creator"
20932,Jay-Z
20933,"Tyler, the Creator"
20933,2pac
20933,Jay-Z
20934,2pac
20934,Scorpions
20934,"Tyler, the Creator"
20934,Kendrick Lamar
20935,Led Zeppelin
20935,Queen
20935,Black Sabbath
20935,Kendrick Lamar
20936,Black Sabbath
20936,Led Zeppelin
20937,Deep Purple
20937,Queen
20937,Led Zeppelin
20937,Kendrick Lamar
20938,2pac
20939,"Tyler, the Creator"
20939,Kendrick Lamar
20940,Queen
20940,Kanye West
20940,Deep Purple
20941,Kendrick Lamar
20942,Kanye West
20943,Queen
20944,Queen
20944,Led Zeppelin
20944,Deep Purple
20945,Queen
20945,Black Sabbath
20946,Queen
20946,Led Zeppelin
20947,Kanye West
20948,Led Zeppelin
20948,Queen
20949,Kendrick Lamar
20949,Queen
20949,"Tyler, the Creator"
20949,Jay-Z
20950,"Tyler, the Creator"
20950,Kendrick Lamar
20951,Led Zeppelin
20951,Black Sabbath
20951,Kendrick Lamar
20951,Jay-Z
20952,Kendrick Lamar
20953,Black Sabbath
20953,Deep Purple
20954,Queen
20954,"Tyler, the Creator"
20954,Led Zeppelin
20955,Led Zeppelin
20956,"Tyler, the Creator"
20956,Led Zeppelin
20957,Kendrick Lamar
20958,Queen
20958,Scorpions
20958,Led Zeppelin
20958,Kendrick Lamar
20959,"Tyler, the Creator"
20960,Queen
20961,"Tyler, the Creator"
20962,"Tyler, the Creator"
20963,Led Zeppelin
20963,Scorpions
20963,Queen
20963,Deep Purple
20964,Led Zeppelin
20964,"Tyler, the Creator"
20965,Deep Purple
20965,Black Sabbath
20965,Kendrick Lamar
20966,Kanye West
20967,Scorpions
20967,Kendrick Lamar
20968,Queen
20968,Led Zeppelin
20968,Black Sabbath
20968,Deep Purple
20969,"Tyler, the Creator"
20969,Kanye West
20969,2pac
20969,Kendrick Lamar
20970,"Tyler, the Creator"
20971,Led Zeppelin
20971,Queen
20971,Kendrick Lamar
20972,Kendrick Lamar
20972,"Tyler, the Creator"
20973,Scorpions
20973,"Tyler, the Creator"
20973,Led Zeppelin
20974,Led Zeppelin
20974,Queen
20974,"Tyler, the Creator"
20974,Kendrick Lamar
20975,Kendrick Lamar
20975,Queen
20975,"Tyler, the Creator"
20976,Led Zeppelin
20976,Queen
20977,Queen
20977,Scorpions
20977,Kanye West
20978,Kanye West
20978,"Tyler, the Creator"
20978,Led Zeppelin
20978,Kendrick Lamar
20979,2pac
20979,Kanye West
20980,Kendrick Lamar
20980,2pac
20981,Queen
20981,Led Zeppelin
20981,Black Sabbath
20982,Queen
20982,"Tyler, the Creator"
20983,Queen
20983,Black Sabbath
20983,Deep Purple
20984,Kanye West
20985,Kendrick Lamar
20985,"Tyler, the Creator"
20985,2pac
20986,Deep Purple
20986,Led Zeppelin
20987,"Tyler, the Creator"
20987,Queen
20987,Kendrick Lamar
20988,"Tyler, the Creator"
20988,Scorpions
20988,Black Sabbath
20988,Kendrick Lamar
20989,"Tyler, the Creator"
20989,Queen
20989,Led Zeppelin
20989,Jay-Z
20990,Scorpions
20991,Kanye West
20991,Black Sabbath
20991,Kendrick Lamar
20992,"Tyler, the Creator"
20992,Queen
20992,Kendrick Lamar
20993,Kendrick Lamar
20993,Led Zeppelin
20993,Jay-Z
20994,Kendrick Lamar
20995,"Tyler, the Creator"
20995,Kendrick Lamar
20995,2pac
20995,Jay-Z
20996,Jay-Z
20997,Kendrick Lamar
20997,Queen
20997,Jay-Z
20997,Deep Purple
20998,Deep Purple
20998,Kendrick Lamar
20999,Kanye West
20999,Led Zeppelin
21000,Led Zeppelin
21000,Black Sabbath
21000,Deep Purple
21001,"Tyler, the Creator"
21001,Jay-Z
21001,Deep Purple
21002,Kendrick Lamar
21002,"Tyler, the Creator"
21002,Jay-Z
21003,Black Sabbath
21004,Led Zeppelin
21005,Kanye West
21005,2pac
21005,Kendrick Lamar
21006,Jay-Z
21007,Kendrick Lamar
21008,Kendrick Lamar
21008,Kanye West
21008,Queen
21009,Queen
21009,Jay-Z
21009,Deep Purple
21010,"Tyler, the Creator"
21010,Jay-Z
21010,Kendrick Lamar
21010,Deep Purple
21011,"Tyler, the Creator"
21011,Led Zeppelin
21011,Kendrick Lamar
21012,Kanye West
21012,Jay-Z
21012,"Tyler, the Creator"
21012,Kendrick Lamar
21013,2pac
21013,Kanye West
21014,Kendrick Lamar
21014,"Tyler, the Creator"
21015,Black Sabbath
21015,Led Zeppelin
21016,"Tyler, the Creator"
21016,Jay-Z
21017,Queen
21018,Kendrick Lamar
21018,Kanye West
21019,Kanye West
21019,Queen
21020,Deep Purple
21020,Black Sabbath
21021,Kanye West
21021,Led Zeppelin
21021,Kendrick Lamar
21022,"Tyler, the Creator"
21022,Led Zeppelin
21022,Kendrick Lamar
21023,Kendrick Lamar
21023,Kanye West
21023,Led Zeppelin
21023,Deep Purple
21024,Kanye West
21025,Queen
21026,Kendrick Lamar
21026,Scorpions
21026,Led Zeppelin
21026,Kanye West
21027,Black Sabbath
21027,Queen
21027,Led Zeppelin
21028,Kendrick Lamar
21029,Scorpions
21029,Queen
21029,Led Zeppelin
21029,Black Sabbath
21030,Jay-Z
21030,Black Sabbath
21031,Kendrick Lamar
21031,Kanye West
21032,2pac
21033,Kanye West
21033,Kendrick Lamar
21034,Black Sabbath
21034,Queen
21035,Jay-Z
21035,2pac
21035,Kendrick Lamar
21036,"Tyler, the Creator"
21037,2pac
21037,Queen
21037,"Tyler, the Creator"
21038,Queen
21038,Led Zeppelin
21038,Black Sabbath
21039,Kendrick Lamar
21040,Led Zeppelin
21040,Kendrick Lamar
21041,"Tyler, the Creator"
21041,Led Zeppelin
21041,Kendrick Lamar
21042,Queen
21042,2pac
21042,Kendrick Lamar
21043,Queen
21044,Queen
21045,Queen
21045,Deep Purple
21046,Led Zeppelin
21046,Queen
21046,Kendrick Lamar
21046,Deep Purple
21047,Kanye West
21048,Queen
21048,Led Zeppelin
21048,Deep Purple
21049,Led Zeppelin
21050,Kanye West
21050,Queen
21050,2pac
21051,Led Zeppelin
21051,Queen
21051,2pac
21052,Kanye West
21052,"Tyler, the Creator"
21052,Led Zeppelin
21053,Queen
21053,Deep Purple
21054,Kendrick Lamar
21054,"Tyler, the Creator"
21055,Kendrick Lamar
21056,Deep Purple
21056,Queen
21057,Queen
21057,Black Sabbath
21058,Led Zeppelin
21058,"Tyler, the Creator"
21058,2pac
21058,Kendrick Lamar
21059,"Tyler, the Creator"
21059,Black Sabbath
21060,Led Zeppelin
21060,Queen
21060,Black Sabbath
21060,Deep Purple
21061,"Tyler, the Creator"
21062,Deep Purple
21063,Led Zeppelin
21064,Kanye West
21064,Deep Purple
21064,"Tyler, the Creator"
21064,Kendrick Lamar
21065,Kanye West
21065,Jay-Z
21066,Led Zeppelin
21066,Scorpions
21066,"Tyler, the Creator"
21066,Black Sabbath
21067,Kendrick Lamar
21067,"Tyler, the Creator"
21067,Led Zeppelin
21068,Scorpions
21069,"Tyler, the Creator"
21069,Kanye West
21069,Queen
21069,Led Zeppelin
21070,Scorpions
21071,Deep Purple
21071,Scorpions
21071,Black Sabbath
21072,Queen
21072,Kanye West
21072,Kendrick Lamar
21073,Led Zeppelin
21073,Queen
21073,Kendrick Lamar
21074,"Tyler, the Creator"
21075,Queen
21076,Kendrick Lamar
21077,Black Sabbath
21078,Led Zeppelin
21078,Queen
21079,Black Sabbath
21079,Jay-Z
21080,Kanye West
21080,Deep Purple
21081,Queen
21081,Led Zeppelin
21082,Kendrick Lamar
21082,"Tyler, the Creator"
21082,Black Sabbath
21083,2pac
21083,"Tyler, the Creator"
21084,Deep Purple
21084,Kanye West
21084,Queen
21085,Led Zeppelin
21085,Queen
21086,Led Zeppelin
21087,Queen
21087,Kanye West
21087,Black Sabbath
21088,2pac
21088,Deep Purple
21089,Led Zeppelin
21089,Black Sabbath
21090,"Tyler, the Creator"
21090,Kanye West
21091,Scorpions
21092,Queen
21093,Black Sabbath
21094,Scorpions
21094,Queen
21094,Black Sabbath
21095,Queen
21095,Scorpions
21095,Kendrick Lamar
21095,Deep Purple
21096,Kendrick Lamar
21096,Queen
21097,Kendrick Lamar
21097,Kanye West
21097,Led Zeppelin
21098,Jay-Z
21098,Queen
21099,Kendrick Lamar
21099,Black Sabbath
21100,Led Zeppelin
21100,Queen
21100,Black Sabbath
21101,Kanye West
21101,2pac
21102,"Tyler, the Creator"
21102,Kanye West
21102,Queen
21102,Kendrick Lamar
21103,Led Zeppelin
21103,Queen
21103,Black Sabbath
21104,Jay-Z
21105,Black Sabbath
21105,Kendrick Lamar
21106,Black Sabbath
21107,Kendrick Lamar
21108,Led Zeppelin
21108,Queen
21109,Queen
21110,Deep Purple
21110,Queen
21110,Led Zeppelin
21111,Led Zeppelin
21111,Kendrick Lamar
21112,Led Zeppelin
21112,Queen
21112,Jay-Z
21112,Kendrick Lamar
21113,Led Zeppelin
21113,Queen
21113,Black Sabbath
21113,Kendrick Lamar
21114,Black Sabbath
21114,"Tyler, the Creator"
21114,Deep Purple
21115,Queen
21115,"Tyler, the Creator"
21115,Led Zeppelin
21116,Kanye West
21117,"Tyler, the Creator"
21118,Led Zeppelin
21118,Queen
21118,Kendrick Lamar
21119,Jay-Z
21119,"Tyler, the Creator"
21119,Kendrick Lamar
21120,Black Sabbath
21120,Deep Purple
21121,2pac
21121,Kendrick Lamar
21122,2pac
21122,Led Zeppelin
21123,Deep Purple
21123,Queen
21123,Kendrick Lamar
21124,Queen
21125,Kendrick Lamar
21125,Black Sabbath
21126,Kendrick Lamar
21126,Queen
21126,2pac
21126,Kanye West
21127,2pac
21127,Led Zeppelin
21127,Kendrick Lamar
21128,Kendrick Lamar
21128,Scorpions
21128,"Tyler, the Creator"
21129,Jay-Z
21130,Kanye West
21130,Black Sabbath
21131,"Tyler, the Creator"
21131,Kendrick Lamar
21132,Queen
21133,2pac
21133,"Tyler, the Creator"
21133,Black Sabbath
21134,"Tyler, the Creator"
21134,Led Zeppelin
21134,Kendrick Lamar
21135,Led Zeppelin
21136,Black Sabbath
21136,"Tyler, the Creator"
21137,Scorpions
21137,Led Zeppelin
21138,Kanye West
21138,"Tyler, the Creator"
21139,Kendrick Lamar
21139,Queen
21139,"Tyler, the Creator"
21140,"Tyler, the Creator"
21140,Jay-Z
21140,Kendrick Lamar
21141,Led Zeppelin
21141,Scorpions
21141,2pac
21142,Queen
21142,Scorpions
21143,Kanye West
21143,Led Zeppelin
21143,Kendrick Lamar
21144,"Tyler, the Creator"
21144,Kanye West
21145,2pac
21146,"Tyler, the Creator"
21146,Black Sabbath
21146,Kendrick Lamar
21146,Jay-Z
21147,Queen
21148,Kendrick Lamar
21148,Kanye West
21149,Scorpions
21149,Kendrick Lamar
21150,Kendrick Lamar
21150,Kanye West
21151,Queen
21151,"Tyler, the Creator"
21151,Black Sabbath
21151,Led Zeppelin
21152,"Tyler, the Creator"
21153,Kendrick Lamar
21153,2pac
21153,Jay-Z
21154,Kendrick Lamar
21154,"Tyler, the Creator"
21155,"Tyler, the Creator"
21156,"Tyler, the Creator"
21156,Kanye West
21156,Led Zeppelin
21156,Black Sabbath
21157,"Tyler, the Creator"
21157,Queen
21157,Kendrick Lamar
21158,Deep Purple
21158,"Tyler, the Creator"
21159,Black Sabbath
21160,Led Zeppelin
21160,"Tyler, the Creator"
21160,Black Sabbath
21160,Deep Purple
21161,Deep Purple
21162,Queen
21162,Kanye West
21162,Black Sabbath
21163,Queen
21163,Led Zeppelin
21163,Kendrick Lamar
21164,Kendrick Lamar
21165,Kendrick Lamar
21165,"Tyler, the Creator"
21166,Kendrick Lamar
21166,"Tyler, the Creator"
21167,Scorpions
21167,Led Zeppelin
21168,Scorpions
21168,Deep Purple
21169,2pac
21169,Led Zeppelin
21170,Queen
21170,Led Zeppelin
21170,Kendrick Lamar
21171,Kendrick Lamar
21172,Kendrick Lamar
21172,"Tyler, the Creator"
21173,Black Sabbath
21174,Led Zeppelin
21175,Kanye West
21175,Queen
21175,Black Sabbath
21176,"Tyler, the Creator"
21176,Led Zeppelin
21176,Kendrick Lamar
21177,Black Sabbath
21177,Queen
21177,Led Zeppelin
21178,2pac
21178,Kanye West
21178,Black Sabbath
21178,Jay-Z
21179,Black Sabbath
21179,Queen
21180,"Tyler, the Creator"
21181,Kanye West
21181,"Tyler, the Creator"
21181,Kendrick Lamar
21182,Deep Purple
21182,Led Zeppelin
21183,Kendrick Lamar
21183,"Tyler, the Creator"
21183,Jay-Z
21184,Kanye West
21184,"Tyler, the Creator"
21184,2pac
21185,Kendrick Lamar
21185,Queen
21185,"Tyler, the Creator"
21186,Kanye West
21187,Led Zeppelin
21187,Queen
21188,"Tyler, the Creator"
21188,2pac
21188,Kendrick Lamar
21189,Queen
21190,Jay-Z
21190,Kanye West
21191,Queen
21191,Kendrick Lamar
21192,Kanye West
21193,Kendrick Lamar
21193,Kanye West
21193,2pac
21194,"Tyler, the Creator"
21194,Black Sabbath
21194,Kendrick Lamar
21195,Black Sabbath
21195,Queen
21195,Led Zeppelin
21196,Kendrick Lamar
21196,"Tyler, the Creator"
21196,2pac
21196,Jay-Z
21197,"Tyler, the Creator"
21198,Queen
21199,Queen
21199,"Tyler, the Creator"
21199,Led Zeppelin
21200,"Tyler, the Creator"
21200,2pac
21201,Kanye West
21201,Queen
21201,Kendrick Lamar
21202,Jay-Z
21202,"Tyler, the Creator"
21203,Led Zeppelin
21203,Queen
21203,Black Sabbath
21204,Black Sabbath
21204,Queen
21205,Led Zeppelin
21205,Queen
21205,Black Sabbath
21206,Scorpions
21206,Queen
21206,Led Zeppelin
21207,Led Zeppelin
21207,Queen
21208,Led Zeppelin
21208,Queen
21209,Led Zeppelin
21210,"Tyler, the Creator"
21210,Queen
21210,Kendrick Lamar
21210,Jay-Z
21211,Queen
21211,Black Sabbath
21212,Queen
21212,Scorpions
21212,"Tyler, the Creator"
21212,Black Sabbath
21213,Queen
21214,"Tyler, the Creator"
21214,Kanye West
21215,Kendrick Lamar
21215,Scorpions
21215,Led Zeppelin
21215,2pac
21216,Scorpions
21217,"Tyler, the Creator"
21217,Queen
21217,Kanye West
21218,Jay-Z
21218,"Tyler, the Creator"
21218,Kendrick Lamar
21219,Kendrick Lamar
21219,2pac
21220,Jay-Z
21220,Queen
21220,Kendrick Lamar
21221,Queen
21222,Black Sabbath
21222,Jay-Z
21223,Black Sabbath
21223,Queen
21223,Led Zeppelin
21224,Deep Purple
21224,Queen
21224,Led Zeppelin
21224,Kendrick Lamar
21225,"Tyler, the Creator"
21225,Kanye West
21225,Black Sabbath
21226,Queen
21226,Black Sabbath
21226,Deep Purple
21227,Queen
21227,Black Sabbath
21227,Kendrick Lamar
21228,Kanye West
21228,Black Sabbath
21228,Led Zeppelin
21228,Deep Purple
21229,Led Zeppelin
21230,"Tyler, the Creator"
21230,Kanye West
21230,Black Sabbath
21230,Kendrick Lamar
21231,Queen
21232,Kanye West
21233,Kendrick Lamar
21233,Queen
21233,"Tyler, the Creator"
21233,2pac
21234,Kanye West
21235,Kendrick Lamar
21235,Scorpions
21235,"Tyler, the Creator"
21235,Queen
21236,Queen
21236,Led Zeppelin
21236,Deep Purple
21237,Led Zeppelin
21237,Queen
21237,Scorpions
21238,Queen
21238,"Tyler, the Creator"
21238,Black Sabbath
21238,Deep Purple
21239,Queen
21239,2pac
21240,Black Sabbath
21241,Kanye West
21241,"Tyler, the Creator"
21242,Led Zeppelin
21242,Queen
21243,"Tyler, the Creator"
21243,2pac
21244,2pac
21244,Queen
21244,"Tyler, the Creator"
21244,Jay-Z
21245,2pac
21245,Queen
21245,"Tyler, the Creator"
21245,Kanye West
21246,Kanye West
21246,2pac
21247,"Tyler, the Creator"
21247,Black Sabbath
21247,Kendrick Lamar
21247,Jay-Z
21248,Queen
21249,Kendrick Lamar
21249,Queen
21250,Queen
21250,"Tyler, the Creator"
21250,Kendrick Lamar
21251,Led Zeppelin
21251,Black Sabbath
21252,Kanye West
21252,Deep Purple
21253,Kendrick Lamar
21253,Kanye West
21253,"Tyler, the Creator"
21254,Queen
21255,"Tyler, the Creator"
21255,Led Zeppelin
21256,"Tyler, the Creator"
21256,Black Sabbath
21256,Kendrick Lamar
21257,Queen
21257,Led Zeppelin
21258,Queen
21258,Kanye West
21258,Black Sabbath
21259,Kendrick Lamar
21259,"Tyler, the Creator"
21260,Kanye West
21260,"Tyler, the Creator"
21261,Queen
21261,Led Zeppelin
21262,Kanye West
21262,2pac
21263,Queen
21264,"Tyler, the Creator"
21264,Kendrick Lamar
21264,Deep Purple
21265,Black Sabbath
21265,Led Zeppelin
21266,Led Zeppelin
21266,Deep Purple
21266,Kendrick Lamar
21267,2pac
21268,Deep Purple
21268,Kendrick Lamar
21269,Kanye West
21269,"Tyler, the Creator"
21269,Kendrick Lamar
21270,Deep Purple
21271,Kendrick Lamar
21271,Queen
21271,Led Zeppelin
21271,Jay-Z
21272,Black Sabbath
21272,Queen
21272,Led Zeppelin
21272,Kendrick Lamar
21273,"Tyler, the Creator"
21273,2pac
21274,Kanye West
21274,Kendrick Lamar
21275,Deep Purple
21276,Kendrick Lamar
21277,Led Zeppelin
21277,Kanye West
21278,"Tyler, the Creator"
21278,Led Zeppelin
21278,Deep Purple
21279,Jay-Z
21280,2pac
21281,Kanye West
21281,"Tyler, the Creator"
21281,2pac
21282,Deep Purple
21282,Led Zeppelin
21282,2pac
21283,Deep Purple
21284,Kendrick Lamar
21285,Led Zeppelin
21286,Kanye West
21287,Black Sabbath
21287,Kanye West
21287,Queen
21287,2pac
21288,Kendrick Lamar
21289,Deep Purple
21289,Queen
21289,Led Zeppelin
21290,Kendrick Lamar
21291,"Tyler, the Creator"
21292,Kendrick Lamar
21292,Kanye West
21292,"Tyler, the Creator"
21293,"Tyler, the Creator"
21293,Queen
21293,Led Zeppelin
21293,2pac
21294,Kendrick Lamar
21294,"Tyler, the Creator"
21294,Led Zeppelin
21294,2pac
21295,Deep Purple
21295,"Tyler, the Creator"
21295,Led Zeppelin
21296,Black Sabbath
21296,Scorpions
21296,Led Zeppelin
21297,Kanye West
21297,"Tyler, the Creator"
21298,Kendrick Lamar
21298,Queen
21298,Kanye West
21299,2pac
21299,Kendrick Lamar
21299,Jay-Z
21300,Queen
21300,Led Zeppelin
21300,Black Sabbath
21301,Queen
21301,Black Sabbath
21301,Kendrick Lamar
21301,Deep Purple
21302,Queen
21302,"Tyler, the Creator"
21302,Led Zeppelin
21302,Deep Purple
21303,Kendrick Lamar
21303,Black Sabbath
21303,Deep Purple
21304,Led Zeppelin
21304,Kendrick Lamar
21305,"Tyler, the Creator"
21305,2pac
21306,Led Zeppelin
21306,Queen
21306,Kanye West
21307,Queen
21308,Deep Purple
21308,Queen
21308,Black Sabbath
21309,Queen
21309,Led Zeppelin
21309,2pac
21310,"Tyler, the Creator"
21310,Kanye West
21310,Queen
21310,Kendrick Lamar
21311,Queen
21312,Kanye West
21312,Kendrick Lamar
21313,Kanye West
21313,Queen
21314,Queen
21314,Led Zeppelin
21315,2pac
21315,Kendrick Lamar
21316,Kendrick Lamar
21316,"Tyler, the Creator"
21317,Kendrick Lamar
21317,"Tyler, the Creator"
21317,Led Zeppelin
21318,2pac
21318,"Tyler, the Creator"
21318,Deep Purple
21319,Queen
21319,Led Zeppelin
21319,Deep Purple
21320,Black Sabbath
21321,Kanye West
21321,Jay-Z
21322,2pac
21322,"Tyler, the Creator"
21323,Kendrick Lamar
21323,Scorpions
21323,Kanye West
21324,Deep Purple
21324,Kendrick Lamar
21325,Queen
21325,Black Sabbath
21325,Kendrick Lamar
21326,"Tyler, the Creator"
21326,2pac
21327,2pac
21328,Queen
21329,Led Zeppelin
21329,Queen
21330,Queen
21331,Black Sabbath
21331,Queen
21331,2pac
21331,Deep Purple
21332,Led Zeppelin
21333,Queen
21333,Black Sabbath
21333,Led Zeppelin
21334,Queen
21334,Black Sabbath
21334,Kendrick Lamar
21335,Kanye West
21335,"Tyler, the Creator"
21335,Kendrick Lamar
21336,2pac
21336,"Tyler, the Creator"
21336,Black Sabbath
21336,Deep Purple
21337,"Tyler, the Creator"
21338,Queen
21339,Kanye West
21339,Black Sabbath
21339,2pac
21339,Kendrick Lamar
21340,Queen
21340,Black Sabbath
21340,Led Zeppelin
21341,Kanye West
21341,Queen
21342,Black Sabbath
21342,Queen
21342,Led Zeppelin
21342,Kendrick Lamar
21343,Queen
21343,Led Zeppelin
21344,Black Sabbath
21344,Kanye West
21345,"Tyler, the Creator"
21345,Kanye West
21345,Deep Purple
21346,2pac
21346,"Tyler, the Creator"
21346,Black Sabbath
21346,Kendrick Lamar
21347,Led Zeppelin
21347,Black Sabbath
21348,Kanye West
21348,Black Sabbath
21349,Kendrick Lamar
21349,Kanye West
21350,Led Zeppelin
21350,Queen
21350,Black Sabbath
21350,Jay-Z
21351,Led Zeppelin
21351,Deep Purple
21352,Black Sabbath
21352,2pac
21353,Led Zeppelin
21353,Black Sabbath
21353,2pac
21354,Deep Purple
21354,Queen
21354,Kendrick Lamar
21355,"Tyler, the Creator"
21355,Kanye West
21355,2pac
21356,Black Sabbath
21357,Black Sabbath
21357,Scorpions
21357,Queen
21357,Led Zeppelin
21358,Black Sabbath
21358,Queen
21358,Deep Purple
21359,Queen
21359,Black Sabbath
21360,"Tyler, the Creator"
21360,Kendrick Lamar
21361,Queen
21361,Led Zeppelin
21362,Deep Purple
21362,Black Sabbath
21362,2pac
21363,Kendrick Lamar
21364,Led Zeppelin
21364,Black Sabbath
21364,Kendrick Lamar
21365,Kendrick Lamar
21365,Jay-Z
21366,Scorpions
21366,Queen
21366,Black Sabbath
21367,Kanye West
21367,Scorpions
21367,Jay-Z
21367,Kendrick Lamar
21368,Black Sabbath
21369,Black Sabbath
21370,Kendrick Lamar
21370,Queen
21370,Led Zeppelin
21370,2pac
21371,2pac
21371,Kendrick Lamar
21372,Led Zeppelin
21372,Queen
21372,Black Sabbath
21373,Kendrick Lamar
21374,Jay-Z
21374,Kanye West
21375,Jay-Z
21375,Kanye West
21375,"Tyler, the Creator"
21375,Kendrick Lamar
21376,Deep Purple
21377,Queen
21377,Led Zeppelin
21377,Black Sabbath
21378,"Tyler, the Creator"
21378,Led Zeppelin
21379,Kendrick Lamar
21379,Led Zeppelin
21379,2pac
21380,Queen
21380,2pac
21380,Deep Purple
21381,2pac
21381,Kanye West
21381,"Tyler, the Creator"
21382,"Tyler, the Creator"
21382,Kendrick Lamar
21383,Queen
21383,Led Zeppelin
21383,2pac
21384,Queen
21384,Led Zeppelin
21384,Kendrick Lamar
21385,Queen
21386,Scorpions
21386,Led Zeppelin
21386,Deep Purple
21387,Kendrick Lamar
21388,Queen
21388,"Tyler, the Creator"
21389,Kanye West
21390,Queen
21391,2pac
21392,"Tyler, the Creator"
21392,2pac
21392,Kendrick Lamar
21393,Jay-Z
21394,Kanye West
21395,2pac
21395,Kanye West
21395,"Tyler, the Creator"
21395,Kendrick Lamar
21396,Kendrick Lamar
21396,Kanye West
21396,Deep Purple
21397,Scorpions
21398,Queen
21399,2pac
21400,Queen
21401,Kendrick Lamar
21402,Deep Purple
21403,Queen
21403,Kanye West
21403,Black Sabbath
21403,Kendrick Lamar
21404,Jay-Z
21404,Kendrick Lamar
21404,Deep Purple
21405,Kendrick Lamar
21405,Queen
21405,2pac
21405,Scorpions
21406,Deep Purple
21406,Kanye West
21406,2pac
21406,Kendrick Lamar
21407,"Tyler, the Creator"
21408,Black Sabbath
21409,Queen
21409,"Tyler, the Creator"
21409,Led Zeppelin
21409,2pac
21410,"Tyler, the Creator"
21410,Jay-Z
21411,Kendrick Lamar
21411,Queen
21411,Black Sabbath
21412,"Tyler, the Creator"
21412,Scorpions
21412,2pac
21413,Deep Purple
21413,Queen
21413,Led Zeppelin
21414,Queen
21414,Led Zeppelin
21415,2pac
21415,Kanye West
21415,Led Zeppelin
