Transaction,Item
19462,Kendrick Lamar
19463,"Tyler, the Creator"
19463,Deep Purple
19464,Led Zeppelin
19464,Kanye West
19464,Scorpions
19465,Deep Purple
19465,Queen
19466,"Tyler, the Creator"
19467,Kanye West
19467,Kendrick Lamar
19468,Led Zeppelin
19468,Kanye West
19468,Queen
19468,Black Sabbath
19469,Led Zeppelin
19470,Kanye West
19470,Kendrick Lamar
19471,Kendrick Lamar
19471,Kanye West
19471,2pac
19471,Black Sabbath
19472,Scorpions
19472,Kendrick Lamar
19472,Queen
19473,2pac
19473,Deep Purple
19473,Jay-Z
19474,Kendrick Lamar
19474,Kanye West
19474,Black Sabbath
19475,Led Zeppelin
19476,Led Zeppelin
19476,2pac
19477,Jay-Z
19478,Deep Purple
19479,Led Zeppelin
19479,"Tyler, the Creator"
19479,Queen
19480,"Tyler, the Creator"
19480,Kanye West
19480,Kendrick Lamar
19481,Led Zeppelin
19481,Deep Purple
19481,Black Sabbath
19482,Black Sabbath
19482,Deep Purple
19483,"Tyler, the Creator"
19483,Kanye West
19483,Kendrick Lamar
19484,Queen
19484,Kendrick Lamar
19484,Scorpions
19485,Queen
19485,Kendrick Lamar
19485,Scorpions
19486,Scorpions
19487,Black Sabbath
19487,Led Zeppelin
19487,Kanye West
19488,Deep Purple
19488,Led Zeppelin
19489,Kendrick Lamar
19489,"Tyler, the Creator"
19490,Jay-Z
19490,"Tyler, the Creator"
19490,Kendrick Lamar
19491,"Tyler, the Creator"
19492,Kendrick Lamar
19493,Kanye West
19494,Queen
19494,Deep Purple
19494,Led Zeppelin
19495,Kanye West
19495,Queen
19496,"Tyler, the Creator"
19496,Deep Purple
19496,Jay-Z
19496,Black Sabbath
19497,Kanye West
19498,Kendrick Lamar
19498,Kanye West
19499,Black Sabbath
19499,Led Zeppelin
19500,"Tyler, the Creator"
19500,2pac
19501,Kanye West
19501,"Tyler, the Creator"
19501,2pac
19501,Jay-Z
19502,Deep Purple
19502,"Tyler, the Creator"
19503,Queen
19503,Black Sabbath
19504,Kanye West
19504,Led Zeppelin
19504,Scorpions
19505,Kanye West
19505,2pac
19505,Jay-Z
19506,Queen
19507,Queen
19507,Led Zeppelin
19507,Kanye West
19508,Kendrick Lamar
19508,Led Zeppelin
19508,"Tyler, the Creator"
19508,Queen
19509,Queen
19510,Black Sabbath
19510,Led Zeppelin
19510,Scorpions
19511,Kendrick Lamar
19511,Kanye West
19511,Jay-Z
19511,Black Sabbath
19512,Kanye West
19512,Kendrick Lamar
19513,Scorpions
19513,Kanye West
19513,Queen
19514,Led Zeppelin
19514,Scorpions
19515,Scorpions
19515,Queen
19515,Black Sabbath
19516,Led Zeppelin
19516,Queen
19517,Queen
19517,Kanye West
19517,Black Sabbath
19518,Scorpions
19518,Queen
19518,Black Sabbath
19519,Queen
19519,Black Sabbath
19520,Queen
19520,Kendrick Lamar
19520,Jay-Z
19521,Led Zeppelin
19521,Kendrick Lamar
19521,Queen
19521,Scorpions
19522,Black Sabbath
19522,Queen
19522,Kendrick Lamar
19522,Jay-Z
19523,Jay-Z
19523,Kanye West
19523,2pac
19524,Kendrick Lamar
19524,Kanye West
19524,Jay-Z
19525,Led Zeppelin
19525,Black Sabbath
19525,Scorpions
19526,Kendrick Lamar
19527,Scorpions
19528,Scorpions
19529,Black Sabbath
19530,Jay-Z
19530,Scorpions
19531,"Tyler, the Creator"
19531,Kanye West
19532,Kanye West
19533,Led Zeppelin
19533,Queen
19533,Scorpions
19534,"Tyler, the Creator"
19534,Kendrick Lamar
19535,Kanye West
19535,Jay-Z
19536,Scorpions
19536,Led Zeppelin
19536,"Tyler, the Creator"
19536,Queen
19537,Kendrick Lamar
19537,Kanye West
19537,"Tyler, the Creator"
19538,Led Zeppelin
19539,Jay-Z
19539,Kanye West
19540,Jay-Z
19540,"Tyler, the Creator"
19541,Led Zeppelin
19541,Scorpions
19541,Black Sabbath
19542,Jay-Z
19543,Black Sabbath
19544,Deep Purple
19545,Led Zeppelin
19545,Deep Purple
19545,Kanye West
19545,Black Sabbath
19546,Scorpions
19547,Led Zeppelin
19547,"Tyler, the Creator"
19548,Kendrick Lamar
19548,Led Zeppelin
19548,Kanye West
19549,Queen
19549,Led Zeppelin
19550,Queen
19550,Kendrick Lamar
19550,Scorpions
19551,Kanye West
19551,"Tyler, the Creator"
19551,Jay-Z
19552,Kendrick Lamar
19552,Jay-Z
19553,"Tyler, the Creator"
19554,Black Sabbath
19554,Deep Purple
19554,Kendrick Lamar
19554,Queen
19555,Deep Purple
19555,Queen
19556,2pac
19556,"Tyler, the Creator"
19557,Queen
19557,Kendrick Lamar
19557,Black Sabbath
19558,Kanye West
19558,Jay-Z
19559,Deep Purple
19559,Black Sabbath
19560,Queen
19561,"Tyler, the Creator"
19561,Kendrick Lamar
19561,Kanye West
19561,Queen
19562,Kendrick Lamar
19562,Led Zeppelin
19562,Kanye West
19563,Jay-Z
19563,"Tyler, the Creator"
19563,Kendrick Lamar
19563,Black Sabbath
19564,Kendrick Lamar
19564,"Tyler, the Creator"
19565,Scorpions
19565,Kendrick Lamar
19565,Black Sabbath
19566,Scorpions
19567,Led Zeppelin
19567,Kanye West
19567,Scorpions
19568,Queen
19568,Kendrick Lamar
19569,Kanye West
19569,"Tyler, the Creator"
19569,Jay-Z
19570,Jay-Z
19570,Led Zeppelin
19570,Kendrick Lamar
19571,Queen
19571,Scorpions
19571,Kendrick Lamar
19571,Black Sabbath
19572,Black Sabbath
19572,Led Zeppelin
19572,Scorpions
19573,2pac
19573,Kendrick Lamar
19574,"Tyler, the Creator"
19575,"Tyler, the Creator"
19575,Deep Purple
19576,Scorpions
19576,Queen
19577,Led Zeppelin
19578,Jay-Z
19578,Kanye West
19578,Kendrick Lamar
19579,Scorpions
19579,Led Zeppelin
19579,Kendrick Lamar
19580,"Tyler, the Creator"
19580,Led Zeppelin
19580,Kendrick Lamar
19581,Kendrick Lamar
19581,Kanye West
19581,"Tyler, the Creator"
19582,Kendrick Lamar
19582,Kanye West
19582,Scorpions
19583,Led Zeppelin
19583,Queen
19583,Kendrick Lamar
19583,Scorpions
19584,Kanye West
19585,Deep Purple
19585,Led Zeppelin
19585,Queen
19585,Scorpions
19586,Led Zeppelin
19586,Queen
19586,2pac
19586,Black Sabbath
19587,Kanye West
19587,"Tyler, the Creator"
19587,Kendrick Lamar
19587,Black Sabbath
19588,Black Sabbath
19588,Jay-Z
19589,Queen
19589,Led Zeppelin
19589,Scorpions
19590,Scorpions
19590,Led Zeppelin
19591,Scorpions
19591,Kendrick Lamar
19592,Queen
19592,Black Sabbath
19593,Scorpions
19593,Led Zeppelin
19594,Kanye West
19595,Kendrick Lamar
19596,Scorpions
19596,Kendrick Lamar
19597,Kanye West
19597,"Tyler, the Creator"
19597,Jay-Z
19598,Queen
19599,Queen
19599,Led Zeppelin
19599,Black Sabbath
19600,Kendrick Lamar
19600,2pac
19600,Queen
19601,Queen
19601,Scorpions
19601,Led Zeppelin
19601,Jay-Z
19602,Kanye West
19602,Kendrick Lamar
19603,Jay-Z
19604,Kanye West
19604,Led Zeppelin
19604,Black Sabbath
19605,Black Sabbath
19605,Scorpions
19606,Scorpions
19606,2pac
19607,Scorpions
19608,Black Sabbath
19609,Black Sabbath
19609,Kanye West
19610,"Tyler, the Creator"
19610,Deep Purple
19610,Kendrick Lamar
19610,Black Sabbath
19611,Queen
19611,Black Sabbath
19611,"Tyler, the Creator"
19611,Scorpions
19612,Black Sabbath
19612,"Tyler, the Creator"
19613,Kendrick Lamar
19613,Queen
19614,Kanye West
19614,Kendrick Lamar
19615,Queen
19615,Scorpions
19615,Jay-Z
19616,Scorpions
19616,Jay-Z
19617,"Tyler, the Creator"
19617,Jay-Z
19618,Scorpions
19618,Deep Purple
19618,Queen
19618,Jay-Z
19619,Deep Purple
19620,Black Sabbath
19621,"Tyler, the Creator"
19621,Kanye West
19622,Kanye West
19623,Scorpions
19623,Kanye West
19623,Jay-Z
19624,Queen
19624,Scorpions
19624,Deep Purple
19624,Led Zeppelin
19625,Jay-Z
19625,Kanye West
19625,Black Sabbath
19626,Kanye West
19626,"Tyler, the Creator"
19626,Jay-Z
19627,Queen
19627,Kendrick Lamar
19627,Black Sabbath
19628,Scorpions
19629,Black Sabbath
19629,Queen
19629,Scorpions
19630,Led Zeppelin
19630,Queen
19631,Queen
19632,Kendrick Lamar
19632,Queen
19633,Queen
19633,Black Sabbath
19634,Queen
19635,Kendrick Lamar
19635,Led Zeppelin
19635,2pac
19636,Kendrick Lamar
19636,Kanye West
19636,Jay-Z
19637,Scorpions
19637,Led Zeppelin
19637,Queen
19638,Scorpions
19638,Led Zeppelin
19638,Queen
19638,Jay-Z
19639,Kendrick Lamar
19640,"Tyler, the Creator"
19640,2pac
19641,Scorpions
19642,Led Zeppelin
19642,Queen
19643,Kanye West
19644,"Tyler, the Creator"
19645,Jay-Z
19646,"Tyler, the Creator"
19646,Kendrick Lamar
19646,Queen
19647,Scorpions
19647,Black Sabbath
19648,Black Sabbath
19648,Queen
19649,Kanye West
19649,Queen
19649,Jay-Z
19650,Queen
19650,Deep Purple
19650,Kendrick Lamar
19650,Black Sabbath
19651,Queen
19652,Queen
19652,Scorpions
19653,Jay-Z
19653,Deep Purple
19653,"Tyler, the Creator"
19653,Kendrick Lamar
19654,Deep Purple
19655,Scorpions
19655,Led Zeppelin
19655,Black Sabbath
19656,Jay-Z
19657,Queen
19657,Kendrick Lamar
19658,2pac
19658,Kanye West
19658,Kendrick Lamar
19659,Deep Purple
19660,"Tyler, the Creator"
19660,Kanye West
19661,Kendrick Lamar
19662,"Tyler, the Creator"
19662,Led Zeppelin
19662,Scorpions
19663,Scorpions
19663,Deep Purple
19663,Queen
19664,Black Sabbath
19664,Kendrick Lamar
19664,Scorpions
19665,Scorpions
19665,Black Sabbath
19665,Jay-Z
19666,Kanye West
19667,Kendrick Lamar
19668,Kanye West
19668,Kendrick Lamar
19668,Jay-Z
19669,Led Zeppelin
19669,Kanye West
19669,Kendrick Lamar
19669,Black Sabbath
19670,"Tyler, the Creator"
19671,Jay-Z
19671,Deep Purple
19671,"Tyler, the Creator"
19671,Kanye West
19672,Deep Purple
19672,Kendrick Lamar
19673,Kendrick Lamar
19674,Kendrick Lamar
19674,2pac
19674,Jay-Z
19675,Scorpions
19675,Queen
19675,Black Sabbath
19676,Queen
19676,Led Zeppelin
19676,Scorpions
19677,Kendrick Lamar
19678,Scorpions
19679,Deep Purple
19679,Queen
19680,Queen
19681,Black Sabbath
19681,Led Zeppelin
19681,Kanye West
19682,Black Sabbath
19682,Queen
19682,Scorpions
19683,Kanye West
19683,Kendrick Lamar
19684,Jay-Z
19684,"Tyler, the Creator"
19685,Deep Purple
19685,Scorpions
19686,Queen
19686,Kanye West
19687,Queen
19687,Kanye West
19687,Scorpions
19688,Queen
19689,Kendrick Lamar
19689,Kanye West
19689,Scorpions
19690,"Tyler, the Creator"
19690,Kanye West
19690,Kendrick Lamar
19690,Black Sabbath
19691,Queen
19691,Black Sabbath
19691,Scorpions
19692,Kendrick Lamar
19692,"Tyler, the Creator"
19692,Black Sabbath
19693,Queen
19694,Scorpions
19694,"Tyler, the Creator"
19695,Kendrick Lamar
19696,Queen
19696,Black Sabbath
19696,Kanye West
19696,Scorpions
19697,Led Zeppelin
19697,"Tyler, the Creator"
19697,Queen
19697,Scorpions
19698,Led Zeppelin
19699,Scorpions
19699,Queen
19699,Black Sabbath
19700,Black Sabbath
19700,Kanye West
19701,"Tyler, the Creator"
19701,Kanye West
19702,Led Zeppelin
19703,Black Sabbath
19703,Kanye West
19704,"Tyler, the Creator"
19704,Kendrick Lamar
19705,Led Zeppelin
19706,Led Zeppelin
19707,Black Sabbath
19707,Led Zeppelin
19707,Kendrick Lamar
19707,Scorpions
19708,Queen
19708,Black Sabbath
19709,Queen
19709,Deep Purple
19710,Kanye West
19710,"Tyler, the Creator"
19710,Kendrick Lamar
19711,Deep Purple
19711,Led Zeppelin
19711,Queen
19712,Kanye West
19712,Kendrick Lamar
19712,2pac
19712,Jay-Z
19713,"Tyler, the Creator"
19714,Black Sabbath
19714,Queen
19714,Scorpions
19715,Jay-Z
19715,"Tyler, the Creator"
19715,Kendrick Lamar
19716,Kanye West
19716,Kendrick Lamar
19716,Scorpions
19717,Kanye West
19718,Jay-Z
19719,Kanye West
19719,Jay-Z
19720,Kanye West
19721,Queen
19722,2pac
19722,Kendrick Lamar
19722,Queen
19723,Queen
19723,Deep Purple
19723,Scorpions
19724,Queen
19724,Kanye West
19724,Scorpions
19725,Scorpions
19726,Queen
19726,Kanye West
19726,Kendrick Lamar
19726,Scorpions
19727,Queen
19727,Led Zeppelin
19727,Scorpions
19728,Kendrick Lamar
19728,Kanye West
19729,Kendrick Lamar
19729,"Tyler, the Creator"
19729,Queen
19730,Kendrick Lamar
19730,Kanye West
19731,Kendrick Lamar
19731,"Tyler, the Creator"
19731,Black Sabbath
19732,Black Sabbath
19733,Led Zeppelin
19733,Kendrick Lamar
19734,Kendrick Lamar
19734,Kanye West
19735,2pac
19735,Kanye West
19735,Kendrick Lamar
19736,Kendrick Lamar
19736,"Tyler, the Creator"
19736,Jay-Z
19737,Jay-Z
19738,Queen
19738,Led Zeppelin
19739,Queen
19739,Kanye West
19739,Scorpions
19740,Led Zeppelin
19740,Deep Purple
19740,Queen
19740,Scorpions
19741,Scorpions
19741,Kanye West
19741,"Tyler, the Creator"
19741,Jay-Z
19742,Black Sabbath
19742,Led Zeppelin
19742,Scorpions
19743,Kanye West
19743,"Tyler, the Creator"
19743,Kendrick Lamar
19743,Black Sabbath
19744,Queen
19744,Led Zeppelin
19745,Led Zeppelin
19745,Queen
19745,Black Sabbath
19746,Scorpions
19746,Queen
19746,Black Sabbath
19747,Kanye West
19748,Scorpions
19749,Deep Purple
19750,Scorpions
19751,Queen
19751,"Tyler, the Creator"
19751,Scorpions
19752,Led Zeppelin
19752,Queen
19752,Kendrick Lamar
19752,Scorpions
19753,Black Sabbath
19754,"Tyler, the Creator"
19755,Kanye West
19755,Kendrick Lamar
19755,Black Sabbath
19756,Queen
19756,Kanye West
19757,Kendrick Lamar
19758,Kanye West
19758,"Tyler, the Creator"
19758,Queen
19758,Jay-Z
19759,"Tyler, the Creator"
19759,Jay-Z
19760,Led Zeppelin
19760,Queen
19760,Jay-Z
19761,Jay-Z
19762,Kendrick Lamar
19762,Kanye West
19763,2pac
19763,"Tyler, the Creator"
19764,Scorpions
19764,Deep Purple
19765,Led Zeppelin
19765,Queen
19766,"Tyler, the Creator"
19766,Kendrick Lamar
19766,Jay-Z
19767,Kendrick Lamar
19768,Jay-Z
19769,Queen
19769,"Tyler, the Creator"
19770,Kendrick Lamar
19770,Kanye West
19771,Scorpions
19771,Black Sabbath
19772,Black Sabbath
19772,Queen
19773,Kanye West
19773,"Tyler, the Creator"
19774,Kendrick Lamar
19775,Jay-Z
19775,Kanye West
19775,Kendrick Lamar
19775,Queen
19776,Black Sabbath
19776,Queen
19777,Queen
19778,Kendrick Lamar
19778,"Tyler, the Creator"
19778,Jay-Z
19779,Scorpions
19779,Led Zeppelin
19779,Queen
19780,Scorpions
19780,Deep Purple
19780,Kendrick Lamar
19781,Kanye West
19782,Kendrick Lamar
19782,Kanye West
19782,"Tyler, the Creator"
19783,Kendrick Lamar
19784,Queen
19784,Led Zeppelin
19784,Black Sabbath
19785,Scorpions
19785,Queen
19785,Black Sabbath
19786,Queen
19786,Kanye West
19786,Kendrick Lamar
19787,"Tyler, the Creator"
19787,Kendrick Lamar
19787,Kanye West
19787,2pac
19788,"Tyler, the Creator"
19788,Scorpions
19789,Kanye West
19790,Scorpions
19790,Led Zeppelin
19790,Queen
19791,"Tyler, the Creator"
19791,Jay-Z
19792,Kanye West
19793,"Tyler, the Creator"
19793,Kanye West
19794,Kanye West
19794,Black Sabbath
19795,Kendrick Lamar
19795,Kanye West
19795,Queen
19796,Black Sabbath
19796,Led Zeppelin
19796,Scorpions
19797,Queen
19797,Scorpions
19798,Queen
19798,Led Zeppelin
19798,"Tyler, the Creator"
19799,Kendrick Lamar
19799,Jay-Z
19800,Kendrick Lamar
19801,Kanye West
19802,2pac
19802,Queen
19802,Jay-Z
19803,Scorpions
19804,Black Sabbath
19805,Queen
19805,Kanye West
19805,Kendrick Lamar
19805,Scorpions
19806,Kendrick Lamar
19807,Queen
19807,Led Zeppelin
19808,Kanye West
19809,Black Sabbath
19810,Black Sabbath
19810,Scorpions
19811,Led Zeppelin
19811,Kanye West
19812,Kendrick Lamar
19812,Queen
19813,Kanye West
19813,2pac
19814,Queen
19814,Led Zeppelin
19814,"Tyler, the Creator"
19814,Kanye West
19815,Scorpions
19816,Kendrick Lamar
19816,Led Zeppelin
19816,"Tyler, the Creator"
19816,Kanye West
19817,Led Zeppelin
19817,Kendrick Lamar
19817,Scorpions
19818,Kanye West
19818,2pac
19818,Black Sabbath
19819,Black Sabbath
19819,Kanye West
19819,"Tyler, the Creator"
19819,Kendrick Lamar
19820,Kanye West
19821,Kendrick Lamar
19822,Jay-Z
19822,Kendrick Lamar
19823,Led Zeppelin
19823,Queen
19823,Kendrick Lamar
19824,"Tyler, the Creator"
19824,Kanye West
19824,Jay-Z
19825,Led Zeppelin
19826,Kanye West
19826,Queen
19826,Kendrick Lamar
19826,Scorpions
19827,Kanye West
19827,Jay-Z
19828,Led Zeppelin
19828,Kanye West
19828,Queen
19829,Deep Purple
19829,Scorpions
19830,"Tyler, the Creator"
19830,2pac
19830,Kendrick Lamar
19831,Kanye West
19831,"Tyler, the Creator"
19831,Black Sabbath
19832,Kanye West
19832,Scorpions
19833,Deep Purple
19833,Led Zeppelin
19833,Queen
19833,Black Sabbath
19834,Deep Purple
19834,Kendrick Lamar
19834,Scorpions
19835,Kanye West
19835,Queen
19836,Kendrick Lamar
19837,Kendrick Lamar
19837,"Tyler, the Creator"
19837,Scorpions
19838,"Tyler, the Creator"
19838,Kanye West
19838,Jay-Z
19839,Scorpions
19839,Queen
19840,Kendrick Lamar
19840,"Tyler, the Creator"
19840,Queen
19840,Scorpions
19841,Kendrick Lamar
19842,Jay-Z
19842,Led Zeppelin
19842,"Tyler, the Creator"
19843,Kendrick Lamar
19843,"Tyler, the Creator"
19843,Jay-Z
19844,Queen
19844,Kanye West
19844,Led Zeppelin
19844,Scorpions
19845,Led Zeppelin
19845,Queen
19845,Jay-Z
19846,Scorpions
19846,Led Zeppelin
19846,Queen
19846,Black Sabbath
19847,Black Sabbath
19847,Queen
19847,Scorpions
19848,Kanye West
19848,Queen
19849,Kendrick Lamar
19849,Scorpions
19850,Kendrick Lamar
19850,"Tyler, the Creator"
19851,Kanye West
19851,"Tyler, the Creator"
19852,2pac
19852,Kanye West
19852,Kendrick Lamar
19853,Kendrick Lamar
19854,Kanye West
19854,"Tyler, the Creator"
19854,Black Sabbath
19855,2pac
19855,Kanye West
19855,Kendrick Lamar
19856,Queen
19856,Kendrick Lamar
19857,Scorpions
19857,Queen
19858,Jay-Z
19858,Kanye West
19859,Queen
19859,Deep Purple
19859,Kanye West
19860,Scorpions
19860,Led Zeppelin
19860,Queen
19861,Kanye West
19861,"Tyler, the Creator"
19861,Kendrick Lamar
19862,2pac
19862,Black Sabbath
19863,Queen
19864,Queen
19864,Kanye West
19864,Scorpions
19865,Deep Purple
19865,Jay-Z
19865,Scorpions
19866,Kendrick Lamar
19866,Kanye West
19866,"Tyler, the Creator"
19866,Scorpions
19867,Jay-Z
19867,Kanye West
19867,Queen
19868,Kendrick Lamar
19868,Kanye West
19868,"Tyler, the Creator"
19869,Kendrick Lamar
19869,Kanye West
19869,2pac
19870,Queen
19871,Jay-Z
19871,"Tyler, the Creator"
19872,Led Zeppelin
19873,2pac
19873,Kendrick Lamar
19873,Queen
19874,Led Zeppelin
19874,Kendrick Lamar
19875,Led Zeppelin
19875,Scorpions
19876,Black Sabbath
19876,Led Zeppelin
19876,Kanye West
19876,Scorpions
19877,Led Zeppelin
19878,Led Zeppelin
19878,Kendrick Lamar
19879,2pac
19879,Jay-Z
19880,2pac
19880,Deep Purple
19881,Led Zeppelin
19881,Queen
19881,Black Sabbath
19882,Scorpions
19883,Queen
19883,Kendrick Lamar
19884,Jay-Z
19884,Kendrick Lamar
19885,Kendrick Lamar
19885,Kanye West
19885,Jay-Z
19886,"Tyler, the Creator"
19886,Kanye West
19886,Kendrick Lamar
19887,Kendrick Lamar
19888,"Tyler, the Creator"
19888,Kanye West
19888,Kendrick Lamar
19889,Scorpions
19889,Queen
19890,Queen
19890,Scorpions
19890,Kanye West
19890,Black Sabbath
19891,Kanye West
19892,"Tyler, the Creator"
19892,Kanye West
19893,Kendrick Lamar
19893,Kanye West
19893,Queen
19893,Scorpions
19894,Deep Purple
19895,"Tyler, the Creator"
19895,Kanye West
19895,Queen
19896,Jay-Z
19896,Black Sabbath
19897,Jay-Z
19897,"Tyler, the Creator"
19898,Queen
19898,Kendrick Lamar
19899,Queen
19899,Kanye West
19899,Scorpions
19900,Queen
19900,"Tyler, the Creator"
19901,"Tyler, the Creator"
19902,Scorpions
19902,"Tyler, the Creator"
19902,Queen
19903,Kendrick Lamar
19903,"Tyler, the Creator"
19903,Queen
19904,"Tyler, the Creator"
19904,Queen
19904,Scorpions
19905,Led Zeppelin
19905,Black Sabbath
19906,Queen
19906,Kanye West
19906,"Tyler, the Creator"
19906,Scorpions
19907,Queen
19907,Led Zeppelin
19908,Jay-Z
19908,2pac
19908,Scorpions
19909,Led Zeppelin
19909,"Tyler, the Creator"
19909,Queen
19909,Scorpions
19910,Jay-Z
19910,Kanye West
19910,"Tyler, the Creator"
19911,"Tyler, the Creator"
19911,Scorpions
19912,Kendrick Lamar
19913,Scorpions
19913,Queen
19914,Scorpions
19914,Queen
19915,"Tyler, the Creator"
19916,Jay-Z
19916,Kanye West
19916,Kendrick Lamar
19917,Kendrick Lamar
19917,Jay-Z
19918,Queen
19919,Led Zeppelin
19919,Scorpions
19920,Kendrick Lamar
19920,2pac
19921,Black Sabbath
19921,Led Zeppelin
19921,Scorpions
19922,Kendrick Lamar
19922,Led Zeppelin
19922,"Tyler, the Creator"
19922,Kanye West
19923,Led Zeppelin
19923,Kanye West
19923,"Tyler, the Creator"
19923,Black Sabbath
19924,Led Zeppelin
19924,Deep Purple
19924,Kendrick Lamar
19924,Scorpions
19925,Kanye West
19925,Jay-Z
19926,Jay-Z
19926,Kanye West
19926,"Tyler, the Creator"
19926,Kendrick Lamar
19927,"Tyler, the Creator"
19927,Kanye West
19927,Kendrick Lamar
19927,Scorpions
19928,Scorpions
19928,Led Zeppelin
19929,Kanye West
19929,Kendrick Lamar
19929,Jay-Z
19930,Jay-Z
19930,"Tyler, the Creator"
19930,Kendrick Lamar
19931,Kanye West
19932,"Tyler, the Creator"
19932,Kanye West
19932,Kendrick Lamar
19933,Scorpions
19934,Scorpions
19934,Queen
19935,Kanye West
19935,"Tyler, the Creator"
19936,Queen
19936,Kanye West
19936,Led Zeppelin
19937,Scorpions
19937,Black Sabbath
19938,2pac
19939,Jay-Z
19940,Kanye West
19940,Jay-Z
19941,Kendrick Lamar
19942,Kendrick Lamar
19942,2pac
19943,2pac
19944,Scorpions
19944,Kanye West
19944,Queen
19945,Deep Purple
19945,Queen
19946,Kendrick Lamar
19946,Kanye West
19947,Jay-Z
19948,Kendrick Lamar
19948,"Tyler, the Creator"
19949,Queen
19950,Queen
19951,Deep Purple
19951,Kendrick Lamar
19951,Black Sabbath
19952,Kendrick Lamar
19952,Kanye West
19953,Led Zeppelin
19954,Led Zeppelin
19955,Kanye West
19955,Queen
19955,Kendrick Lamar
19956,Queen
19956,Led Zeppelin
19956,Black Sabbath
19957,Black Sabbath
19957,Led Zeppelin
19957,Kendrick Lamar
19958,Kendrick Lamar
19958,Kanye West
19958,"Tyler, the Creator"
19958,Jay-Z
19959,Queen
19960,Kendrick Lamar
19960,Led Zeppelin
19960,"Tyler, the Creator"
19961,2pac
19962,Scorpions
19963,2pac
19963,Kanye West
19963,"Tyler, the Creator"
19963,Led Zeppelin
19964,Scorpions
19964,Kanye West
19965,Scorpions
19965,Led Zeppelin
19965,"Tyler, the Creator"
19965,Queen
19966,Kendrick Lamar
19966,Led Zeppelin
19966,"Tyler, the Creator"
19966,Black Sabbath
19967,Kendrick Lamar
19968,"Tyler, the Creator"
19968,2pac
19968,Kendrick Lamar
19969,Kendrick Lamar
19969,Jay-Z
19970,Jay-Z
19970,Led Zeppelin
19971,Jay-Z
19971,Queen
19972,"Tyler, the Creator"
19972,Kendrick Lamar
19973,Kendrick Lamar
19974,Scorpions
19974,Kendrick Lamar
19974,Queen
19975,Kanye West
19975,Queen
19975,Jay-Z
19976,Scorpions
19976,Led Zeppelin
19976,Kendrick Lamar
19977,Kanye West
19977,Kendrick Lamar
19978,Jay-Z
19979,Black Sabbath
19979,Jay-Z
19980,Kanye West
19980,Led Zeppelin
19980,Kendrick Lamar
19981,Scorpions
19981,Queen
19981,Jay-Z
19982,Jay-Z
19982,Kanye West
19982,Kendrick Lamar
19983,Kendrick Lamar
19983,Kanye West
19984,Scorpions
19984,Queen
19985,Kendrick Lamar
19985,Scorpions
19985,Black Sabbath
19986,Kendrick Lamar
19986,"Tyler, the Creator"
19986,Scorpions
19987,Queen
19987,Kendrick Lamar
19988,Queen
19988,Kanye West
19988,2pac
19988,Scorpions
19989,Kendrick Lamar
19989,Kanye West
19989,Jay-Z
19990,Led Zeppelin
19990,Scorpions
19991,Kanye West
19991,"Tyler, the Creator"
19991,Kendrick Lamar
19992,"Tyler, the Creator"
19992,Kanye West
19992,2pac
19993,Queen
19994,Black Sabbath
19994,Scorpions
19995,Scorpions
19996,Kendrick Lamar
19996,Kanye West
19996,Jay-Z
19997,Kendrick Lamar
19997,Kanye West
19997,Queen
19998,Scorpions
19999,Queen
19999,Led Zeppelin
19999,2pac
20000,Queen
20001,Black Sabbath
20002,"Tyler, the Creator"
20002,Scorpions
20002,Jay-Z
20003,Black Sabbath
20003,Led Zeppelin
20003,"Tyler, the Creator"
20004,Kendrick Lamar
20004,Kanye West
20004,"Tyler, the Creator"
20005,Kanye West
20005,"Tyler, the Creator"
20005,Jay-Z
20006,Queen
20006,Black Sabbath
20006,Deep Purple
20006,Led Zeppelin
20007,Queen
20008,"Tyler, the Creator"
20008,Led Zeppelin
20008,Kanye West
20008,Jay-Z
20009,Kendrick Lamar
20009,Queen
20010,Kanye West
20010,Kendrick Lamar
20011,Kendrick Lamar
20011,Kanye West
20012,Scorpions
20013,Queen
20013,Led Zeppelin
20014,Scorpions
20015,Jay-Z
20015,Kanye West
20016,Queen
20016,"Tyler, the Creator"
20017,Kendrick Lamar
20017,Jay-Z
20017,Black Sabbath
20018,Led Zeppelin
20018,Queen
20019,"Tyler, the Creator"
20019,Kendrick Lamar
20020,Led Zeppelin
20020,Scorpions
20021,"Tyler, the Creator"
20021,Kanye West
20021,Jay-Z
20022,Kanye West
20022,Kendrick Lamar
20023,Black Sabbath
20023,Deep Purple
20024,Led Zeppelin
20024,Deep Purple
20024,Queen
20024,Scorpions
20025,"Tyler, the Creator"
20025,Kendrick Lamar
20025,Scorpions
20026,Deep Purple
20026,Led Zeppelin
20026,Scorpions
20027,Queen
20028,"Tyler, the Creator"
20028,Kanye West
20028,2pac
20029,Led Zeppelin
20029,Queen
20030,Black Sabbath
20030,Queen
20031,Jay-Z
20031,"Tyler, the Creator"
20032,Deep Purple
20032,Kanye West
20032,Queen
20032,Black Sabbath
20033,Queen
20034,Kanye West
20034,Kendrick Lamar
20035,Kanye West
20035,"Tyler, the Creator"
20036,"Tyler, the Creator"
20036,Kendrick Lamar
20036,Black Sabbath
20037,Scorpions
20037,Led Zeppelin
20037,Black Sabbath
20038,Queen
20038,Led Zeppelin
20039,Kendrick Lamar
